County,State,HealthCareCosts_PerCapita_LowerBound($),HealthCareCosts_PerCapita_UpperBound($),HealthCareCosts_PerCapita_AverageBound($)
Decatur,IN,18752.00,20004.00,19378.00
DeKalb,IN,17395.00,18752.00,18074.00
Delaware,IN,20004.00,21533.00,20769.00
Elkhart,IN,5293.00,17395.00,11344.00
Fayette,IN,17395.00,18752.00,18074.00
Franklin,IN,18752.00,20004.00,19378.00
Fulton,IN,17395.00,18752.00,18074.00
Grant,IN,18752.00,20004.00,19378.00
Greene,IN,20004.00,21533.00,20769.00
Hamilton,IN,17395.00,18752.00,18074.00
Hancock,IN,18752.00,20004.00,19378.00
Hendricks,IN,17395.00,18752.00,18074.00
Henry,IN,17395.00,18752.00,18074.00
Howard,IN,20004.00,21533.00,20769.00
Huntington,IN,5293.00,17395.00,11344.00
Jackson,IN,5293.00,17395.00,11344.00
Jasper,IN,20004.00,21533.00,20769.00
Jay,IN,17395.00,18752.00,18074.00
Jefferson,IN,20004.00,21533.00,20769.00
Jennings,IN,17395.00,18752.00,18074.00
Johnson,IN,17395.00,18752.00,18074.00
Kosciusko,IN,17395.00,18752.00,18074.00
LaGrange,IN,5293.00,17395.00,11344.00
LaPorte,IN,18752.00,20004.00,19378.00
Lawrence,IN,20004.00,21533.00,20769.00
Madison,IN,20004.00,21533.00,20769.00
Marion,IN,21533.00,36976.00,29255.00
Marshall,IN,5293.00,17395.00,11344.00
Martin,IN,18752.00,20004.00,19378.00
Miami,IN,21533.00,36976.00,29255.00
Monroe,IN,5293.00,17395.00,11344.00
Montgomery,IN,18752.00,20004.00,19378.00
Morgan,IN,5293.00,17395.00,11344.00
Noble,IN,5293.00,17395.00,11344.00
Ohio,IN,18752.00,20004.00,19378.00
Orange,IN,21533.00,36976.00,29255.00
Owen,IN,5293.00,17395.00,11344.00
Porter,IN,20004.00,21533.00,20769.00
Pulaski,IN,18752.00,20004.00,19378.00
Putnam,IN,20004.00,21533.00,20769.00
Randolph,IN,18752.00,20004.00,19378.00
Ripley,IN,20004.00,21533.00,20769.00
Rush,IN,20004.00,21533.00,20769.00
St. Joseph,IN,17395.00,18752.00,18074.00
Scott,IN,20004.00,21533.00,20769.00
Shelby,IN,20004.00,21533.00,20769.00
Starke,IN,17395.00,18752.00,18074.00
Steuben,IN,17395.00,18752.00,18074.00
Switzerland,IN,5293.00,17395.00,11344.00
Tippecanoe,IN,20004.00,21533.00,20769.00
Tipton,IN,20004.00,21533.00,20769.00
Union,IN,5293.00,17395.00,11344.00
Wabash,IN,18752.00,20004.00,19378.00
Washington,IN,21533.00,36976.00,29255.00
Wayne,IN,18752.00,20004.00,19378.00
Wells,IN,17395.00,18752.00,18074.00
White,IN,17395.00,18752.00,18074.00
Whitley,IN,5293.00,17395.00,11344.00
Boone,KY,20004.00,21533.00,20769.00
Bracken,KY,20004.00,21533.00,20769.00
Campbell,KY,21533.00,36976.00,29255.00
Carroll,KY,21533.00,36976.00,29255.00
Gallatin,KY,21533.00,36976.00,29255.00
Grant,KY,21533.00,36976.00,29255.00
Greenup,KY,18752.00,20004.00,19378.00
Harrison,KY,5293.00,17395.00,11344.00
Henry,KY,21533.00,36976.00,29255.00
Kenton,KY,20004.00,21533.00,20769.00
Lewis,KY,21533.00,36976.00,29255.00
Mason,KY,17395.00,18752.00,18074.00
Oldham,KY,17395.00,18752.00,18074.00
Owen,KY,21533.00,36976.00,29255.00
Pendleton,KY,18752.00,20004.00,19378.00
Robertson,KY,20004.00,21533.00,20769.00
Trimble,KY,20004.00,21533.00,20769.00
Allegan,MI,5293.00,17395.00,11344.00
Arenac,MI,20004.00,21533.00,20769.00
Barry,MI,5293.00,17395.00,11344.00
Bay,MI,18752.00,20004.00,19378.00
Benzie,MI,5293.00,17395.00,11344.00
Berrien,MI,5293.00,17395.00,11344.00
Branch,MI,17395.00,18752.00,18074.00
Calhoun,MI,20004.00,21533.00,20769.00
Cass,MI,5293.00,17395.00,11344.00
Clare,MI,18752.00,20004.00,19378.00
Clinton,MI,18752.00,20004.00,19378.00
Eaton,MI,20004.00,21533.00,20769.00
Genesee,MI,20004.00,21533.00,20769.00
Gladwin,MI,18752.00,20004.00,19378.00
Gratiot,MI,18752.00,20004.00,19378.00
Hillsdale,MI,17395.00,18752.00,18074.00
Huron,MI,18752.00,20004.00,19378.00
Ingham,MI,20004.00,21533.00,20769.00
Ionia,MI,20004.00,21533.00,20769.00
Iosco,MI,17395.00,18752.00,18074.00
Isabella,MI,17395.00,18752.00,18074.00
Jackson,MI,20004.00,21533.00,20769.00
Kalamazoo,MI,17395.00,18752.00,18074.00
Kent,MI,18752.00,20004.00,19378.00
Lake,MI,20004.00,21533.00,20769.00
Lapeer,MI,21533.00,36976.00,29255.00
Lenawee,MI,18752.00,20004.00,19378.00
Livingston,MI,18752.00,20004.00,19378.00
Macomb,MI,20004.00,21533.00,20769.00
Manistee,MI,17395.00,18752.00,18074.00
Mason,MI,18752.00,20004.00,19378.00
Mecosta,MI,18752.00,20004.00,19378.00
Midland,MI,17395.00,18752.00,18074.00
Missaukee,MI,5293.00,17395.00,11344.00
Monroe,MI,20004.00,21533.00,20769.00
Montcalm,MI,18752.00,20004.00,19378.00
Muskegon,MI,20004.00,21533.00,20769.00
Newaygo,MI,20004.00,21533.00,20769.00
Oakland,MI,20004.00,21533.00,20769.00
Oceana,MI,18752.00,20004.00,19378.00
Ogemaw,MI,20004.00,21533.00,20769.00
Osceola,MI,17395.00,18752.00,18074.00
Ottawa,MI,5293.00,17395.00,11344.00
Roscommon,MI,18752.00,20004.00,19378.00
Saginaw,MI,21533.00,36976.00,29255.00
St. Clair,MI,17395.00,18752.00,18074.00
St. Joseph,MI,5293.00,17395.00,11344.00
Sanilac,MI,18752.00,20004.00,19378.00
Shiawassee,MI,17395.00,18752.00,18074.00
Tuscola,MI,20004.00,21533.00,20769.00
Van Buren,MI,17395.00,18752.00,18074.00
Washtenaw,MI,18752.00,20004.00,19378.00
Wayne,MI,21533.00,36976.00,29255.00
Wexford,MI,5293.00,17395.00,11344.00
Adams,OH,21533.00,36976.00,29255.00
Allen,OH,18752.00,20004.00,19378.00
Ashland,OH,17395.00,18752.00,18074.00
Ashtabula,OH,21533.00,36976.00,29255.00
Athens,OH,18752.00,20004.00,19378.00
Auglaize,OH,18752.00,20004.00,19378.00
Belmont,OH,20004.00,21533.00,20769.00
Brown,OH,20004.00,21533.00,20769.00
Butler,OH,20004.00,21533.00,20769.00
Carroll,OH,17395.00,18752.00,18074.00
Champaign,OH,20004.00,21533.00,20769.00
Clark,OH,20004.00,21533.00,20769.00
Clermont,OH,20004.00,21533.00,20769.00
Clinton,OH,18752.00,20004.00,19378.00
Columbiana,OH,21533.00,36976.00,29255.00
Coshocton,OH,18752.00,20004.00,19378.00
Crawford,OH,21533.00,36976.00,29255.00
Cuyahoga,OH,21533.00,36976.00,29255.00
Darke,OH,17395.00,18752.00,18074.00
Defiance,OH,20004.00,21533.00,20769.00
Delaware,OH,5293.00,17395.00,11344.00
Erie,OH,20004.00,21533.00,20769.00
Fairfield,OH,21533.00,36976.00,29255.00
Fayette,OH,21533.00,36976.00,29255.00
Franklin,OH,20004.00,21533.00,20769.00
Fulton,OH,18752.00,20004.00,19378.00
Gallia,OH,21533.00,36976.00,29255.00
Geauga,OH,17395.00,18752.00,18074.00
Greene,OH,20004.00,21533.00,20769.00
Guernsey,OH,20004.00,21533.00,20769.00
Hamilton,OH,20004.00,21533.00,20769.00
Hancock,OH,17395.00,18752.00,18074.00
Hardin,OH,18752.00,20004.00,19378.00
Harrison,OH,20004.00,21533.00,20769.00
Henry,OH,18752.00,20004.00,19378.00
Highland,OH,21533.00,36976.00,29255.00
Hocking,OH,21533.00,36976.00,29255.00
Holmes,OH,17395.00,18752.00,18074.00
Huron,OH,20004.00,21533.00,20769.00
Jackson,OH,21533.00,36976.00,29255.00
Jefferson,OH,21533.00,36976.00,29255.00
Knox,OH,20004.00,21533.00,20769.00
Lake,OH,20004.00,21533.00,20769.00
Lawrence,OH,20004.00,21533.00,20769.00
Licking,OH,18752.00,20004.00,19378.00
Logan,OH,20004.00,21533.00,20769.00
Lorain,OH,20004.00,21533.00,20769.00
Lucas,OH,20004.00,21533.00,20769.00
Madison,OH,18752.00,20004.00,19378.00
Mahoning,OH,20004.00,21533.00,20769.00
Marion,OH,20004.00,21533.00,20769.00
Medina,OH,20004.00,21533.00,20769.00
Meigs,OH,20004.00,21533.00,20769.00
Mercer,OH,5293.00,17395.00,11344.00
Miami,OH,18752.00,20004.00,19378.00
Monroe,OH,18752.00,20004.00,19378.00
Montgomery,OH,21533.00,36976.00,29255.00
Morgan,OH,18752.00,20004.00,19378.00
Morrow,OH,21533.00,36976.00,29255.00
Muskingum,OH,20004.00,21533.00,20769.00
Noble,OH,18752.00,20004.00,19378.00
Ottawa,OH,20004.00,21533.00,20769.00
Paulding,OH,21533.00,36976.00,29255.00
Perry,OH,20004.00,21533.00,20769.00
Pickaway,OH,20004.00,21533.00,20769.00
Pike,OH,21533.00,36976.00,29255.00
Portage,OH,20004.00,21533.00,20769.00
Preble,OH,18752.00,20004.00,19378.00
Putnam,OH,18752.00,20004.00,19378.00
Richland,OH,20004.00,21533.00,20769.00
Ross,OH,21533.00,36976.00,29255.00
Sandusky,OH,18752.00,20004.00,19378.00
Scioto,OH,21533.00,36976.00,29255.00
Seneca,OH,18752.00,20004.00,19378.00
Shelby,OH,18752.00,20004.00,19378.00
Stark,OH,18752.00,20004.00,19378.00
Summit,OH,20004.00,21533.00,20769.00
Trumbull,OH,20004.00,21533.00,20769.00
Tuscarawas,OH,18752.00,20004.00,19378.00
Union,OH,18752.00,20004.00,19378.00
Van Wert,OH,5293.00,17395.00,11344.00
Vinton,OH,21533.00,36976.00,29255.00
Warren,OH,18752.00,20004.00,19378.00
Washington,OH,21533.00,36976.00,29255.00
Wayne,OH,17395.00,18752.00,18074.00
Williams,OH,17395.00,18752.00,18074.00
Wood,OH,18752.00,20004.00,19378.00
Wyandot,OH,17395.00,18752.00,18074.00
Braxton,WV,17395.00,18752.00,18074.00
Cabell,WV,20004.00,21533.00,20769.00
Calhoun,WV,21533.00,36976.00,29255.00
Clay,WV,5293.00,17395.00,11344.00
Doddridge,WV,17395.00,18752.00,18074.00
Gilmer,WV,18752.00,20004.00,19378.00
Jackson,WV,20004.00,21533.00,20769.00
Marshall,WV,17395.00,18752.00,18074.00
Mason,WV,17395.00,18752.00,18074.00
Ohio,WV,21533.00,36976.00,29255.00
Pleasants,WV,21533.00,36976.00,29255.00
Putnam,WV,5293.00,17395.00,11344.00
Ritchie,WV,20004.00,21533.00,20769.00
Roane,WV,18752.00,20004.00,19378.00
Tyler,WV,21533.00,36976.00,29255.00
Wetzel,WV,17395.00,18752.00,18074.00
Wirt,WV,20004.00,21533.00,20769.00
Wood,WV,21533.00,36976.00,29255.00
Broward,FL,21533.00,36976.00,29255.00
Martin,FL,17395.00,18752.00,18074.00
Miami-Dade,FL,21533.00,36976.00,29255.00
Palm Beach,FL,18752.00,20004.00,19378.00
St. Lucie,FL,18752.00,20004.00,19378.00
St. Mary's,MD,18752.00,20004.00,19378.00
Somerset,MD,20004.00,21533.00,20769.00
Worcester,MD,18752.00,20004.00,19378.00
Alamance,NC,17395.00,18752.00,18074.00
Anson,NC,18752.00,20004.00,19378.00
Beaufort,NC,5293.00,17395.00,11344.00
Bertie,NC,21533.00,36976.00,29255.00
Bladen,NC,21533.00,36976.00,29255.00
Brunswick,NC,5293.00,17395.00,11344.00
Cabarrus,NC,20004.00,21533.00,20769.00
Camden,NC,17395.00,18752.00,18074.00
Carteret,NC,17395.00,18752.00,18074.00
Caswell,NC,18752.00,20004.00,19378.00
Chatham,NC,5293.00,17395.00,11344.00
Chowan,NC,18752.00,20004.00,19378.00
Columbus,NC,20004.00,21533.00,20769.00
Craven,NC,5293.00,17395.00,11344.00
Cumberland,NC,18752.00,20004.00,19378.00
Currituck,NC,17395.00,18752.00,18074.00
Dare,NC,17395.00,18752.00,18074.00
Davidson,NC,18752.00,20004.00,19378.00
Davie,NC,17395.00,18752.00,18074.00
Duplin,NC,18752.00,20004.00,19378.00
Durham,NC,18752.00,20004.00,19378.00
Edgecombe,NC,21533.00,36976.00,29255.00
Forsyth,NC,18752.00,20004.00,19378.00
Franklin,NC,18752.00,20004.00,19378.00
Gates,NC,18752.00,20004.00,19378.00
Granville,NC,17395.00,18752.00,18074.00
Greene,NC,21533.00,36976.00,29255.00
Guilford,NC,17395.00,18752.00,18074.00
Halifax,NC,20004.00,21533.00,20769.00
Harnett,NC,20004.00,21533.00,20769.00
Hertford,NC,20004.00,21533.00,20769.00
Hoke,NC,18752.00,20004.00,19378.00
Hyde,NC,17395.00,18752.00,18074.00
Johnston,NC,18752.00,20004.00,19378.00
Jones,NC,5293.00,17395.00,11344.00
Lee,NC,17395.00,18752.00,18074.00
Lenoir,NC,18752.00,20004.00,19378.00
Martin,NC,20004.00,21533.00,20769.00
Montgomery,NC,20004.00,21533.00,20769.00
Moore,NC,5293.00,17395.00,11344.00
Nash,NC,18752.00,20004.00,19378.00
New Hanover,NC,5293.00,17395.00,11344.00
Northampton,NC,18752.00,20004.00,19378.00
Onslow,NC,17395.00,18752.00,18074.00
Orange,NC,5293.00,17395.00,11344.00
Pamlico,NC,5293.00,17395.00,11344.00
Pasquotank,NC,17395.00,18752.00,18074.00
Pender,NC,17395.00,18752.00,18074.00
Perquimans,NC,17395.00,18752.00,18074.00
Person,NC,18752.00,20004.00,19378.00
Pitt,NC,20004.00,21533.00,20769.00
Randolph,NC,17395.00,18752.00,18074.00
Richmond,NC,20004.00,21533.00,20769.00
Robeson,NC,20004.00,21533.00,20769.00
Rockingham,NC,17395.00,18752.00,18074.00
Rowan,NC,18752.00,20004.00,19378.00
Sampson,NC,18752.00,20004.00,19378.00
Scotland,NC,17395.00,18752.00,18074.00
Stanly,NC,21533.00,36976.00,29255.00
Stokes,NC,20004.00,21533.00,20769.00
Tyrrell,NC,21533.00,36976.00,29255.00
Union,NC,18752.00,20004.00,19378.00
Vance,NC,21533.00,36976.00,29255.00
Wake,NC,17395.00,18752.00,18074.00
Warren,NC,18752.00,20004.00,19378.00
Washington,NC,21533.00,36976.00,29255.00
Wayne,NC,18752.00,20004.00,19378.00
Wilson,NC,18752.00,20004.00,19378.00
Berkeley,SC,18752.00,20004.00,19378.00
Charleston,SC,17395.00,18752.00,18074.00
Chesterfield,SC,18752.00,20004.00,19378.00
Clarendon,SC,18752.00,20004.00,19378.00
Darlington,SC,20004.00,21533.00,20769.00
Dillon,SC,20004.00,21533.00,20769.00
Dorchester,SC,20004.00,21533.00,20769.00
Florence,SC,20004.00,21533.00,20769.00
Georgetown,SC,17395.00,18752.00,18074.00
Horry,SC,17395.00,18752.00,18074.00
Kershaw,SC,5293.00,17395.00,11344.00
Lee,SC,20004.00,21533.00,20769.00
Marion,SC,20004.00,21533.00,20769.00
Marlboro,SC,18752.00,20004.00,19378.00
Sumter,SC,18752.00,20004.00,19378.00
Williamsburg,SC,21533.00,36976.00,29255.00
Accomack,VA,18752.00,20004.00,19378.00
Albemarle,VA,17395.00,18752.00,18074.00
Alleghany,VA,20004.00,21533.00,20769.00
Amelia,VA,21533.00,36976.00,29255.00
Amherst,VA,18752.00,20004.00,19378.00
Appomattox,VA,18752.00,20004.00,19378.00
Augusta,VA,17395.00,18752.00,18074.00
Bath,VA,21533.00,36976.00,29255.00
Bedford County,VA,17395.00,18752.00,18074.00
Botetourt,VA,18752.00,20004.00,19378.00
Brunswick,VA,18752.00,20004.00,19378.00
Buckingham,VA,20004.00,21533.00,20769.00
Campbell,VA,20004.00,21533.00,20769.00
Caroline,VA,17395.00,18752.00,18074.00
Charles City,VA,17395.00,18752.00,18074.00
Charlotte,VA,21533.00,36976.00,29255.00
Chesterfield,VA,18752.00,20004.00,19378.00
Craig,VA,17395.00,18752.00,18074.00
Cumberland,VA,18752.00,20004.00,19378.00
Dinwiddie,VA,20004.00,21533.00,20769.00
Essex,VA,18752.00,20004.00,19378.00
Floyd,VA,5293.00,17395.00,11344.00
Fluvanna,VA,5293.00,17395.00,11344.00
Franklin County,VA,5293.00,17395.00,11344.00
Gloucester,VA,17395.00,18752.00,18074.00
Goochland,VA,17395.00,18752.00,18074.00
Greene,VA,17395.00,18752.00,18074.00
Greensville,VA,21533.00,36976.00,29255.00
Halifax,VA,17395.00,18752.00,18074.00
Hanover,VA,18752.00,20004.00,19378.00
Henrico,VA,18752.00,20004.00,19378.00
Henry,VA,20004.00,21533.00,20769.00
Isle of Wight,VA,17395.00,18752.00,18074.00
James City,VA,5293.00,17395.00,11344.00
King and Queen,VA,17395.00,18752.00,18074.00
King George,VA,18752.00,20004.00,19378.00
King William,VA,17395.00,18752.00,18074.00
Lancaster,VA,17395.00,18752.00,18074.00
Louisa,VA,17395.00,18752.00,18074.00
Lunenburg,VA,18752.00,20004.00,19378.00
Mathews,VA,5293.00,17395.00,11344.00
Mecklenburg,VA,17395.00,18752.00,18074.00
Middlesex,VA,17395.00,18752.00,18074.00
Montgomery,VA,20004.00,21533.00,20769.00
Nelson,VA,5293.00,17395.00,11344.00
New Kent,VA,18752.00,20004.00,19378.00
Northampton,VA,17395.00,18752.00,18074.00
Northumberland,VA,17395.00,18752.00,18074.00
Nottoway,VA,18752.00,20004.00,19378.00
Orange,VA,5293.00,17395.00,11344.00
Patrick,VA,18752.00,20004.00,19378.00
Pittsylvania,VA,17395.00,18752.00,18074.00
Powhatan,VA,17395.00,18752.00,18074.00
Prince Edward,VA,21533.00,36976.00,29255.00
Prince George,VA,20004.00,21533.00,20769.00
Richmond County,VA,17395.00,18752.00,18074.00
Roanoke County,VA,17395.00,18752.00,18074.00
Rockbridge,VA,5293.00,17395.00,11344.00
Southampton,VA,18752.00,20004.00,19378.00
Spotsylvania,VA,18752.00,20004.00,19378.00
Surry,VA,5293.00,17395.00,11344.00
Sussex,VA,21533.00,36976.00,29255.00
Westmoreland,VA,17395.00,18752.00,18074.00
York,VA,17395.00,18752.00,18074.00
Buena Vista,VA,5293.00,17395.00,11344.00
Charlottesville,VA,17395.00,18752.00,18074.00
Chesapeake,VA,18752.00,20004.00,19378.00
Colonial Heights,VA,5293.00,17395.00,11344.00
Covington,VA,5293.00,17395.00,11344.00
Danville,VA,20004.00,21533.00,20769.00
Emporia,VA,5293.00,17395.00,11344.00
Franklin City,VA,5293.00,17395.00,11344.00
Fredericksburg,VA,17395.00,18752.00,18074.00
Hampton,VA,18752.00,20004.00,19378.00
Hopewell,VA,21533.00,36976.00,29255.00
Lexington,VA,18752.00,20004.00,19378.00
Lynchburg,VA,20004.00,21533.00,20769.00
Martinsville,VA,21533.00,36976.00,29255.00
Newport News,VA,18752.00,20004.00,19378.00
Norfolk,VA,20004.00,21533.00,20769.00
Petersburg,VA,21533.00,36976.00,29255.00
Poquoson,VA,17395.00,18752.00,18074.00
Portsmouth,VA,18752.00,20004.00,19378.00
Radford,VA,18752.00,20004.00,19378.00
Richmond City,VA,21533.00,36976.00,29255.00
Roanoke City,VA,20004.00,21533.00,20769.00
Salem,VA,20004.00,21533.00,20769.00
Staunton,VA,17395.00,18752.00,18074.00
Suffolk,VA,17395.00,18752.00,18074.00
Virginia Beach,VA,18752.00,20004.00,19378.00
Waynesboro,VA,17395.00,18752.00,18074.00
Williamsburg,VA,5293.00,17395.00,11344.00
Greenbrier,WV,18752.00,20004.00,19378.00
Monroe,WV,18752.00,20004.00,19378.00
Kent,DE,18752.00,20004.00,19378.00
New Castle,DE,18752.00,20004.00,19378.00
Sussex,DE,17395.00,18752.00,18074.00
District of Columbia,DC,21533.00,36976.00,29255.00
Allegany,MD,20004.00,21533.00,20769.00
Anne Arundel,MD,18752.00,20004.00,19378.00
Baltimore County,MD,20004.00,21533.00,20769.00
Calvert,MD,17395.00,18752.00,18074.00
Caroline,MD,18752.00,20004.00,19378.00
Carroll,MD,17395.00,18752.00,18074.00
Cecil,MD,20004.00,21533.00,20769.00
Charles,MD,21533.00,36976.00,29255.00
Dorchester,MD,20004.00,21533.00,20769.00
Frederick,MD,17395.00,18752.00,18074.00
Garrett,MD,17395.00,18752.00,18074.00
Harford,MD,20004.00,21533.00,20769.00
Howard,MD,5293.00,17395.00,11344.00
Kent,MD,18752.00,20004.00,19378.00
Montgomery,MD,17395.00,18752.00,18074.00
Prince George's,MD,21533.00,36976.00,29255.00
Queen Anne's,MD,17395.00,18752.00,18074.00
Talbot,MD,5293.00,17395.00,11344.00
Washington,MD,18752.00,20004.00,19378.00
Wicomico,MD,20004.00,21533.00,20769.00
Baltimore City,MD,21533.00,36976.00,29255.00
Atlantic,NJ,18752.00,20004.00,19378.00
Bergen,NJ,18752.00,20004.00,19378.00
Burlington,NJ,20004.00,21533.00,20769.00
Camden,NJ,21533.00,36976.00,29255.00
Cape May,NJ,18752.00,20004.00,19378.00
Cumberland,NJ,21533.00,36976.00,29255.00
Essex,NJ,21533.00,36976.00,29255.00
Gloucester,NJ,20004.00,21533.00,20769.00
Hunterdon,NJ,17395.00,18752.00,18074.00
Mercer,NJ,18752.00,20004.00,19378.00
Middlesex,NJ,18752.00,20004.00,19378.00
Monmouth,NJ,18752.00,20004.00,19378.00
Morris,NJ,18752.00,20004.00,19378.00
Ocean,NJ,18752.00,20004.00,19378.00
Passaic,NJ,20004.00,21533.00,20769.00
Salem,NJ,20004.00,21533.00,20769.00
Somerset,NJ,17395.00,18752.00,18074.00
Sussex,NJ,18752.00,20004.00,19378.00
Union,NJ,18752.00,20004.00,19378.00
Warren,NJ,18752.00,20004.00,19378.00
Allegany,NY,17395.00,18752.00,18074.00
Broome,NY,17395.00,18752.00,18074.00
Cattaraugus,NY,17395.00,18752.00,18074.00
Cayuga,NY,5293.00,17395.00,11344.00
Chautauqua,NY,5293.00,17395.00,11344.00
Chemung,NY,20004.00,21533.00,20769.00
Chenango,NY,17395.00,18752.00,18074.00
Cortland,NY,17395.00,18752.00,18074.00
Delaware,NY,17395.00,18752.00,18074.00
Erie,NY,18752.00,20004.00,19378.00
Franklin,NY,5293.00,17395.00,11344.00
Fulton,NY,17395.00,18752.00,18074.00
Genesee,NY,17395.00,18752.00,18074.00
Greene,NY,17395.00,18752.00,18074.00
Hamilton,NY,5293.00,17395.00,11344.00
Herkimer,NY,17395.00,18752.00,18074.00
Jefferson,NY,17395.00,18752.00,18074.00
Lewis,NY,18752.00,20004.00,19378.00
Livingston,NY,18752.00,20004.00,19378.00
Madison,NY,17395.00,18752.00,18074.00
Monroe,NY,20004.00,21533.00,20769.00
Montgomery,NY,17395.00,18752.00,18074.00
Niagara,NY,17395.00,18752.00,18074.00
Oneida,NY,17395.00,18752.00,18074.00
Onondaga,NY,17395.00,18752.00,18074.00
Ontario,NY,17395.00,18752.00,18074.00
Orange,NY,18752.00,20004.00,19378.00
Orleans,NY,18752.00,20004.00,19378.00
Oswego,NY,17395.00,18752.00,18074.00
Otsego,NY,17395.00,18752.00,18074.00
Richmond,NY,18752.00,20004.00,19378.00
St. Lawrence,NY,17395.00,18752.00,18074.00
Schoharie,NY,5293.00,17395.00,11344.00
Schuyler,NY,18752.00,20004.00,19378.00
Seneca,NY,17395.00,18752.00,18074.00
Steuben,NY,17395.00,18752.00,18074.00
Sullivan,NY,17395.00,18752.00,18074.00
Tioga,NY,17395.00,18752.00,18074.00
Tompkins,NY,5293.00,17395.00,11344.00
Ulster,NY,17395.00,18752.00,18074.00
Wayne,NY,20004.00,21533.00,20769.00
Wyoming,NY,5293.00,17395.00,11344.00
Yates,NY,5293.00,17395.00,11344.00
Adams,PA,17395.00,18752.00,18074.00
Allegheny,PA,21533.00,36976.00,29255.00
Armstrong,PA,18752.00,20004.00,19378.00
Beaver,PA,21533.00,36976.00,29255.00
Bedford,PA,17395.00,18752.00,18074.00
Berks,PA,20004.00,21533.00,20769.00
Blair,PA,20004.00,21533.00,20769.00
Bradford,PA,18752.00,20004.00,19378.00
Bucks,PA,17395.00,18752.00,18074.00
Butler,PA,18752.00,20004.00,19378.00
Cambria,PA,18752.00,20004.00,19378.00
Cameron,PA,20004.00,21533.00,20769.00
Carbon,PA,20004.00,21533.00,20769.00
Centre,PA,18752.00,20004.00,19378.00
Chester,PA,17395.00,18752.00,18074.00
Clarion,PA,20004.00,21533.00,20769.00
Clearfield,PA,20004.00,21533.00,20769.00
Clinton,PA,20004.00,21533.00,20769.00
Columbia,PA,17395.00,18752.00,18074.00
Crawford,PA,18752.00,20004.00,19378.00
Cumberland,PA,18752.00,20004.00,19378.00
Dauphin,PA,20004.00,21533.00,20769.00
Delaware,PA,20004.00,21533.00,20769.00
Elk,PA,21533.00,36976.00,29255.00
Erie,PA,20004.00,21533.00,20769.00
Fayette,PA,20004.00,21533.00,20769.00
Forest,PA,5293.00,17395.00,11344.00
Franklin,PA,17395.00,18752.00,18074.00
Fulton,PA,21533.00,36976.00,29255.00
Greene,PA,20004.00,21533.00,20769.00
Huntingdon,PA,20004.00,21533.00,20769.00
Indiana,PA,20004.00,21533.00,20769.00
Jefferson,PA,21533.00,36976.00,29255.00
Juniata,PA,17395.00,18752.00,18074.00
Lackawanna,PA,18752.00,20004.00,19378.00
Lancaster,PA,17395.00,18752.00,18074.00
Lawrence,PA,20004.00,21533.00,20769.00
Lebanon,PA,17395.00,18752.00,18074.00
Lehigh,PA,20004.00,21533.00,20769.00
Luzerne,PA,18752.00,20004.00,19378.00
Lycoming,PA,20004.00,21533.00,20769.00
McKean,PA,17395.00,18752.00,18074.00
Mercer,PA,20004.00,21533.00,20769.00
Mifflin,PA,18752.00,20004.00,19378.00
Monroe,PA,21533.00,36976.00,29255.00
Montgomery,PA,18752.00,20004.00,19378.00
Montour,PA,18752.00,20004.00,19378.00
Northampton,PA,20004.00,21533.00,20769.00
Northumberland,PA,20004.00,21533.00,20769.00
Perry,PA,18752.00,20004.00,19378.00
Philadelphia,PA,21533.00,36976.00,29255.00
Pike,PA,17395.00,18752.00,18074.00
Potter,PA,18752.00,20004.00,19378.00
Schuylkill,PA,20004.00,21533.00,20769.00
Snyder,PA,17395.00,18752.00,18074.00
Somerset,PA,18752.00,20004.00,19378.00
Sullivan,PA,18752.00,20004.00,19378.00
Susquehanna,PA,5293.00,17395.00,11344.00
Tioga,PA,20004.00,21533.00,20769.00
Union,PA,17395.00,18752.00,18074.00
Venango,PA,20004.00,21533.00,20769.00
Warren,PA,18752.00,20004.00,19378.00
Washington,PA,20004.00,21533.00,20769.00
Wayne,PA,5293.00,17395.00,11344.00
Westmoreland,PA,20004.00,21533.00,20769.00
Wyoming,PA,18752.00,20004.00,19378.00
York,PA,18752.00,20004.00,19378.00
Arlington,VA,5293.00,17395.00,11344.00
Clarke,VA,17395.00,18752.00,18074.00
Culpeper,VA,20004.00,21533.00,20769.00
Fairfax County,VA,5293.00,17395.00,11344.00
Fauquier,VA,18752.00,20004.00,19378.00
Frederick,VA,5293.00,17395.00,11344.00
Highland,VA,18752.00,20004.00,19378.00
Loudoun,VA,17395.00,18752.00,18074.00
Madison,VA,17395.00,18752.00,18074.00
Page,VA,20004.00,21533.00,20769.00
Prince William,VA,18752.00,20004.00,19378.00
Rappahannock,VA,17395.00,18752.00,18074.00
Rockingham,VA,20004.00,21533.00,20769.00
Shenandoah,VA,5293.00,17395.00,11344.00
Stafford,VA,18752.00,20004.00,19378.00
Warren,VA,17395.00,18752.00,18074.00
Alexandria,VA,17395.00,18752.00,18074.00
Fairfax City,VA,18752.00,20004.00,19378.00
Falls Church,VA,5293.00,17395.00,11344.00
Harrisonburg,VA,20004.00,21533.00,20769.00
Manassas,VA,17395.00,18752.00,18074.00
Manassas Park,VA,17395.00,18752.00,18074.00
Winchester,VA,5293.00,17395.00,11344.00
