FIPS Code,Name,State,Value,LowRange($),HighRange($),Average($)
51620,Franklin City,(VA),16617,"5,293","17,395","11,344"
51630,Fredericksburg,(VA),18016,"17,395","18,752","18,074"
51650,Hampton,(VA),18970,"18,752","20,004","19,378"
51670,Hopewell,(VA),21675,"21,533","36,976","29,255"
51678,Lexington,(VA),19815,"18,752","20,004","19,378"
51680,Lynchburg,(VA),20768,"20,004","21,533","20,769"
51690,Martinsville,(VA),22073,"21,533","36,976","29,255"
51700,Newport News,(VA),19131,"18,752","20,004","19,378"
51710,Norfolk,(VA),20975,"20,004","21,533","20,769"
51730,Petersburg,(VA),25089,"21,533","36,976","29,255"
51735,Poquoson,(VA),17525,"17,395","18,752","18,074"
51740,Portsmouth,(VA),19483,"18,752","20,004","19,378"
51750,Radford,(VA),19987,"18,752","20,004","19,378"
51760,Richmond City,(VA),22752,"21,533","36,976","29,255"
51770,Roanoke City,(VA),20905,"20,004","21,533","20,769"
51775,Salem,(VA),20886,"20,004","21,533","20,769"
51790,Staunton,(VA),17791,"17,395","18,752","18,074"
51800,Suffolk,(VA),18031,"17,395","18,752","18,074"
51810,Virginia Beach,(VA),19358,"18,752","20,004","19,378"
51820,Waynesboro,(VA),17788,"17,395","18,752","18,074"
51830,Williamsburg,(VA),14711,"5,293","17,395","11,344"
54025,Greenbrier,(WV),19363,"18,752","20,004","19,378"
54063,Monroe,(WV),18874,"18,752","20,004","19,378"
10001,Kent,(DE),19508,"18,752","20,004","19,378"
10003,New Castle,(DE),18924,"18,752","20,004","19,378"
10005,Sussex,(DE),17591,"17,395","18,752","18,074"
11001,District of Columbia,(DC),23419,"21,533","36,976","29,255"
24001,Allegany,(MD),21055,"20,004","21,533","20,769"
24003,Anne Arundel,(MD),19066,"18,752","20,004","19,378"
24005,Baltimore County,(MD),21065,"20,004","21,533","20,769"
24009,Calvert,(MD),17824,"17,395","18,752","18,074"
24011,Caroline,(MD),19871,"18,752","20,004","19,378"
24013,Carroll,(MD),17677,"17,395","18,752","18,074"
24015,Cecil,(MD),20517,"20,004","21,533","20,769"
24017,Charles,(MD),21543,"21,533","36,976","29,255"
24019,Dorchester,(MD),20251,"20,004","21,533","20,769"
24021,Frederick,(MD),17893,"17,395","18,752","18,074"
24023,Garrett,(MD),18084,"17,395","18,752","18,074"
24025,Harford,(MD),20591,"20,004","21,533","20,769"
24027,Howard,(MD),17252,"5,293","17,395","11,344"
24029,Kent,(MD),19162,"18,752","20,004","19,378"
24031,Montgomery,(MD),17909,"17,395","18,752","18,074"
24033,Prince George's,(MD),22641,"21,533","36,976","29,255"
24035,Queen Anne's,(MD),17991,"17,395","18,752","18,074"
24041,Talbot,(MD),17049,"5,293","17,395","11,344"
24043,Washington,(MD),19764,"18,752","20,004","19,378"
24045,Wicomico,(MD),20920,"20,004","21,533","20,769"
24510,Baltimore City,(MD),27009,"21,533","36,976","29,255"
34001,Atlantic,(NJ),19721,"18,752","20,004","19,378"
34003,Bergen,(NJ),19478,"18,752","20,004","19,378"
34005,Burlington,(NJ),20191,"20,004","21,533","20,769"
34007,Camden,(NJ),21800,"21,533","36,976","29,255"
34009,Cape May,(NJ),18908,"18,752","20,004","19,378"
34011,Cumberland,(NJ),22558,"21,533","36,976","29,255"
34013,Essex,(NJ),22715,"21,533","36,976","29,255"
34015,Gloucester,(NJ),20471,"20,004","21,533","20,769"
34019,Hunterdon,(NJ),17952,"17,395","18,752","18,074"
34021,Mercer,(NJ),19905,"18,752","20,004","19,378"
34023,Middlesex,(NJ),19056,"18,752","20,004","19,378"
34025,Monmouth,(NJ),19726,"18,752","20,004","19,378"
34027,Morris,(NJ),18868,"18,752","20,004","19,378"
34029,Ocean,(NJ),19709,"18,752","20,004","19,378"
34031,Passaic,(NJ),20749,"20,004","21,533","20,769"
34033,Salem,(NJ),21533,"20,004","21,533","20,769"
34035,Somerset,(NJ),17418,"17,395","18,752","18,074"
34037,Sussex,(NJ),19511,"18,752","20,004","19,378"
34039,Union,(NJ),19045,"18,752","20,004","19,378"
34041,Warren,(NJ),19882,"18,752","20,004","19,378"
36003,Allegany,(NY),17660,"17,395","18,752","18,074"
36007,Broome,(NY),18237,"17,395","18,752","18,074"
36009,Cattaraugus,(NY),18413,"17,395","18,752","18,074"
36011,Cayuga,(NY),16913,"5,293","17,395","11,344"
36013,Chautauqua,(NY),17217,"5,293","17,395","11,344"
36015,Chemung,(NY),20159,"20,004","21,533","20,769"
36017,Chenango,(NY),17487,"17,395","18,752","18,074"
36023,Cortland,(NY),18673,"17,395","18,752","18,074"
36025,Delaware,(NY),18338,"17,395","18,752","18,074"
36029,Erie,(NY),19357,"18,752","20,004","19,378"
36033,Franklin,(NY),16817,"5,293","17,395","11,344"
36035,Fulton,(NY),17971,"17,395","18,752","18,074"
36037,Genesee,(NY),18430,"17,395","18,752","18,074"
36039,Greene,(NY),17754,"17,395","18,752","18,074"
36041,Hamilton,(NY),13695,"5,293","17,395","11,344"
36043,Herkimer,(NY),18598,"17,395","18,752","18,074"
36045,Jefferson,(NY),17574,"17,395","18,752","18,074"
36049,Lewis,(NY),19474,"18,752","20,004","19,378"
36051,Livingston,(NY),19482,"18,752","20,004","19,378"
36053,Madison,(NY),17785,"17,395","18,752","18,074"
36055,Monroe,(NY),21485,"20,004","21,533","20,769"
36057,Montgomery,(NY),18242,"17,395","18,752","18,074"
36063,Niagara,(NY),17627,"17,395","18,752","18,074"
36065,Oneida,(NY),17543,"17,395","18,752","18,074"
36067,Onondaga,(NY),17901,"17,395","18,752","18,074"
36069,Ontario,(NY),18206,"17,395","18,752","18,074"
36071,Orange,(NY),19438,"18,752","20,004","19,378"
36073,Orleans,(NY),18987,"18,752","20,004","19,378"
36075,Oswego,(NY),18280,"17,395","18,752","18,074"
36077,Otsego,(NY),17797,"17,395","18,752","18,074"
36085,Richmond,(NY),19669,"18,752","20,004","19,378"
36089,St. Lawrence,(NY),17718,"17,395","18,752","18,074"
36095,Schoharie,(NY),16700,"5,293","17,395","11,344"
36097,Schuyler,(NY),19914,"18,752","20,004","19,378"
36099,Seneca,(NY),17988,"17,395","18,752","18,074"
36101,Steuben,(NY),17632,"17,395","18,752","18,074"
36105,Sullivan,(NY),18687,"17,395","18,752","18,074"
36107,Tioga,(NY),18636,"17,395","18,752","18,074"
36109,Tompkins,(NY),15494,"5,293","17,395","11,344"
36111,Ulster,(NY),18607,"17,395","18,752","18,074"
36117,Wayne,(NY),20775,"20,004","21,533","20,769"
36121,Wyoming,(NY),15828,"5,293","17,395","11,344"
36123,Yates,(NY),14749,"5,293","17,395","11,344"
42001,Adams,(PA),17730,"17,395","18,752","18,074"
42003,Allegheny,(PA),23064,"21,533","36,976","29,255"
42005,Armstrong,(PA),18824,"18,752","20,004","19,378"
42007,Beaver,(PA),22213,"21,533","36,976","29,255"
42009,Bedford,(PA),18143,"17,395","18,752","18,074"
42011,Berks,(PA),20221,"20,004","21,533","20,769"
42013,Blair,(PA),20542,"20,004","21,533","20,769"
42015,Bradford,(PA),19394,"18,752","20,004","19,378"
42017,Bucks,(PA),18704,"17,395","18,752","18,074"
42019,Butler,(PA),19303,"18,752","20,004","19,378"
42021,Cambria,(PA),19851,"18,752","20,004","19,378"
42023,Cameron,(PA),20280,"20,004","21,533","20,769"
42025,Carbon,(PA),21199,"20,004","21,533","20,769"
42027,Centre,(PA),19785,"18,752","20,004","19,378"
42029,Chester,(PA),18542,"17,395","18,752","18,074"
42031,Clarion,(PA),21198,"20,004","21,533","20,769"
42033,Clearfield,(PA),21187,"20,004","21,533","20,769"
42035,Clinton,(PA),20480,"20,004","21,533","20,769"
42037,Columbia,(PA),17554,"17,395","18,752","18,074"
42039,Crawford,(PA),19688,"18,752","20,004","19,378"
42041,Cumberland,(PA),19004,"18,752","20,004","19,378"
42043,Dauphin,(PA),20918,"20,004","21,533","20,769"
42045,Delaware,(PA),20209,"20,004","21,533","20,769"
42047,Elk,(PA),21830,"21,533","36,976","29,255"
42049,Erie,(PA),20874,"20,004","21,533","20,769"
42051,Fayette,(PA),21341,"20,004","21,533","20,769"
42053,Forest,(PA),16513,"5,293","17,395","11,344"
42055,Franklin,(PA),17709,"17,395","18,752","18,074"
42057,Fulton,(PA),23591,"21,533","36,976","29,255"
42059,Greene,(PA),21523,"20,004","21,533","20,769"
42061,Huntingdon,(PA),20055,"20,004","21,533","20,769"
42063,Indiana,(PA),20673,"20,004","21,533","20,769"
42065,Jefferson,(PA),21702,"21,533","36,976","29,255"
42067,Juniata,(PA),17967,"17,395","18,752","18,074"
42069,Lackawanna,(PA),19933,"18,752","20,004","19,378"
42071,Lancaster,(PA),17790,"17,395","18,752","18,074"
42073,Lawrence,(PA),21402,"20,004","21,533","20,769"
42075,Lebanon,(PA),18740,"17,395","18,752","18,074"
42077,Lehigh,(PA),20185,"20,004","21,533","20,769"
42079,Luzerne,(PA),19966,"18,752","20,004","19,378"
42081,Lycoming,(PA),20506,"20,004","21,533","20,769"
42083,McKean,(PA),17988,"17,395","18,752","18,074"
42085,Mercer,(PA),20239,"20,004","21,533","20,769"
42087,Mifflin,(PA),18881,"18,752","20,004","19,378"
42089,Monroe,(PA),22153,"21,533","36,976","29,255"
42091,Montgomery,(PA),19052,"18,752","20,004","19,378"
42093,Montour,(PA),19994,"18,752","20,004","19,378"
42095,Northampton,(PA),20733,"20,004","21,533","20,769"
42097,Northumberland,(PA),20087,"20,004","21,533","20,769"
42099,Perry,(PA),19746,"18,752","20,004","19,378"
42101,Philadelphia,(PA),23081,"21,533","36,976","29,255"
42103,Pike,(PA),18096,"17,395","18,752","18,074"
42105,Potter,(PA),18812,"18,752","20,004","19,378"
42107,Schuylkill,(PA),20122,"20,004","21,533","20,769"
42109,Snyder,(PA),18493,"17,395","18,752","18,074"
42111,Somerset,(PA),19197,"18,752","20,004","19,378"
42113,Sullivan,(PA),19002,"18,752","20,004","19,378"
42115,Susquehanna,(PA),17332,"5,293","17,395","11,344"
42117,Tioga,(PA),20101,"20,004","21,533","20,769"
42119,Union,(PA),18138,"17,395","18,752","18,074"
42121,Venango,(PA),20905,"20,004","21,533","20,769"
42123,Warren,(PA),18877,"18,752","20,004","19,378"
42125,Washington,(PA),20808,"20,004","21,533","20,769"
42127,Wayne,(PA),16837,"5,293","17,395","11,344"
42129,Westmoreland,(PA),21203,"20,004","21,533","20,769"
42131,Wyoming,(PA),19686,"18,752","20,004","19,378"
42133,York,(PA),19709,"18,752","20,004","19,378"
51013,Arlington,(VA),17010,"5,293","17,395","11,344"
51043,Clarke,(VA),18581,"17,395","18,752","18,074"
51047,Culpeper,(VA),20820,"20,004","21,533","20,769"
51059,Fairfax County,(VA),16818,"5,293","17,395","11,344"
51061,Fauquier,(VA),19784,"18,752","20,004","19,378"
51069,Frederick,(VA),16732,"5,293","17,395","11,344"
51091,Highland,(VA),19613,"18,752","20,004","19,378"
51107,Loudoun,(VA),18580,"17,395","18,752","18,074"
51113,Madison,(VA),17406,"17,395","18,752","18,074"
51139,Page,(VA),20432,"20,004","21,533","20,769"
51153,Prince William,(VA),18960,"18,752","20,004","19,378"
51157,Rappahannock,(VA),18254,"17,395","18,752","18,074"
51165,Rockingham,(VA),20617,"20,004","21,533","20,769"
51171,Shenandoah,(VA),17309,"5,293","17,395","11,344"
51179,Stafford,(VA),19305,"18,752","20,004","19,378"
51187,Warren,(VA),17790,"17,395","18,752","18,074"
51510,Alexandria,(VA),17934,"17,395","18,752","18,074"
51600,Fairfax City,(VA),18993,"18,752","20,004","19,378"
51610,Falls Church,(VA),16995,"5,293","17,395","11,344"
51660,Harrisonburg,(VA),20181,"20,004","21,533","20,769"
51683,Manassas,(VA),18521,"17,395","18,752","18,074"
51685,Manassas Park,(VA),18020,"17,395","18,752","18,074"
51840,Winchester,(VA),16455,"5,293","17,395","11,344"
54001,Barbour,(WV),19269,"18,752","20,004","19,378"
54003,Berkeley,(WV),18299,"17,395","18,752","18,074"
54009,Brooke,(WV),24001,"21,533","36,976","29,255"
54023,Grant,(WV),18906,"18,752","20,004","19,378"
54027,Hampshire,(WV),18505,"17,395","18,752","18,074"
54029,Hancock,(WV),26511,"21,533","36,976","29,255"
54031,Hardy,(WV),17506,"17,395","18,752","18,074"
54033,Harrison,(WV),20341,"20,004","21,533","20,769"
54037,Jefferson,(WV),18483,"17,395","18,752","18,074"
54041,Lewis,(WV),20609,"20,004","21,533","20,769"
54049,Marion,(WV),20215,"20,004","21,533","20,769"
54057,Mineral,(WV),20825,"20,004","21,533","20,769"
54061,Monongalia,(WV),20889,"20,004","21,533","20,769"
54065,Morgan,(WV),18255,"17,395","18,752","18,074"
54071,Pendleton,(WV),20707,"20,004","21,533","20,769"
54075,Pocahontas,(WV),21102,"20,004","21,533","20,769"
54077,Preston,(WV),19751,"18,752","20,004","19,378"
54083,Randolph,(WV),19917,"18,752","20,004","19,378"
54091,Taylor,(WV),22656,"21,533","36,976","29,255"
54093,Tucker,(WV),19905,"18,752","20,004","19,378"
54097,Upshur,(WV),18049,"17,395","18,752","18,074"
54101,Webster,(WV),21979,"21,533","36,976","29,255"
9001,Fairfield,(CT),20643,"20,004","21,533","20,769"
9003,Hartford,(CT),19315,"18,752","20,004","19,378"
9005,Litchfield,(CT),18887,"18,752","20,004","19,378"
9007,Middlesex,(CT),18908,"18,752","20,004","19,378"
9009,New Haven,(CT),21517,"20,004","21,533","20,769"
9011,New London,(CT),19427,"18,752","20,004","19,378"
9013,Tolland,(CT),18319,"17,395","18,752","18,074"
9015,Windham,(CT),19722,"18,752","20,004","19,378"
23001,Androscoggin,(ME),19505,"18,752","20,004","19,378"
23005,Cumberland,(ME),18345,"17,395","18,752","18,074"
23011,Kennebec,(ME),18186,"17,395","18,752","18,074"
23013,Knox,(ME),17096,"5,293","17,395","11,344"
23015,Lincoln,(ME),19952,"18,752","20,004","19,378"
23017,Oxford,(ME),20269,"20,004","21,533","20,769"
23023,Sagadahoc,(ME),18809,"18,752","20,004","19,378"
23027,Waldo,(ME),19793,"18,752","20,004","19,378"
23031,York,(ME),17480,"17,395","18,752","18,074"
25001,Barnstable,(MA),18624,"17,395","18,752","18,074"
25003,Berkshire,(MA),19910,"18,752","20,004","19,378"
25005,Bristol,(MA),21438,"20,004","21,533","20,769"
25007,Dukes,(MA),20795,"20,004","21,533","20,769"
25009,Essex,(MA),20512,"20,004","21,533","20,769"
25011,Franklin,(MA),18064,"17,395","18,752","18,074"
25013,Hampden,(MA),19477,"18,752","20,004","19,378"
25015,Hampshire,(MA),18539,"17,395","18,752","18,074"
25017,Middlesex,(MA),20346,"20,004","21,533","20,769"
25019,Nantucket,(MA),16064,"5,293","17,395","11,344"
25021,Norfolk,(MA),21534,"21,533","36,976","29,255"
25023,Plymouth,(MA),21635,"21,533","36,976","29,255"
25025,Suffolk,(MA),23224,"21,533","36,976","29,255"
25027,Worcester,(MA),20321,"20,004","21,533","20,769"
33001,Belknap,(NH),18523,"17,395","18,752","18,074"
33003,Carroll,(NH),18833,"18,752","20,004","19,378"
33005,Cheshire,(NH),18881,"18,752","20,004","19,378"
33009,Grafton,(NH),18901,"18,752","20,004","19,378"
33011,Hillsborough,(NH),20122,"20,004","21,533","20,769"
33013,Merrimack,(NH),18566,"17,395","18,752","18,074"
33015,Rockingham,(NH),19223,"18,752","20,004","19,378"
33017,Strafford,(NH),18571,"17,395","18,752","18,074"
33019,Sullivan,(NH),18738,"17,395","18,752","18,074"
34017,Hudson,(NJ),21241,"20,004","21,533","20,769"
36001,Albany,(NY),17377,"5,293","17,395","11,344"
36005,Bronx,(NY),23432,"21,533","36,976","29,255"
36021,Columbia,(NY),18975,"18,752","20,004","19,378"
36027,Dutchess,(NY),18116,"17,395","18,752","18,074"
36031,Essex,(NY),17059,"5,293","17,395","11,344"
36047,Kings,(NY),21106,"20,004","21,533","20,769"
36059,Nassau,(NY),19126,"18,752","20,004","19,378"
36061,New York,(NY),19869,"18,752","20,004","19,378"
36079,Putnam,(NY),20045,"20,004","21,533","20,769"
36081,Queens,(NY),20580,"20,004","21,533","20,769"
36083,Rensselaer,(NY),17831,"17,395","18,752","18,074"
36087,Rockland,(NY),21392,"20,004","21,533","20,769"
36091,Saratoga,(NY),16857,"5,293","17,395","11,344"
36093,Schenectady,(NY),17055,"5,293","17,395","11,344"
36103,Suffolk,(NY),20282,"20,004","21,533","20,769"
36113,Warren,(NY),15358,"5,293","17,395","11,344"
36115,Washington,(NY),17411,"17,395","18,752","18,074"
36119,Westchester,(NY),20590,"20,004","21,533","20,769"
44001,Bristol,(RI),18092,"17,395","18,752","18,074"
44003,Kent,(RI),18716,"17,395","18,752","18,074"
44005,Newport,(RI),19846,"18,752","20,004","19,378"
44007,Providence,(RI),19727,"18,752","20,004","19,378"
44009,Washington,(RI),17362,"5,293","17,395","11,344"
50001,Addison,(VT),16156,"5,293","17,395","11,344"
50003,Bennington,(VT),18240,"17,395","18,752","18,074"
50005,Caledonia,(VT),18485,"17,395","18,752","18,074"
50007,Chittenden,(VT),16288,"5,293","17,395","11,344"
50015,Lamoille,(VT),16111,"5,293","17,395","11,344"
50017,Orange,(VT),20179,"20,004","21,533","20,769"
50021,Rutland,(VT),19496,"18,752","20,004","19,378"
50023,Washington,(VT),18344,"17,395","18,752","18,074"
50025,Windham,(VT),18815,"18,752","20,004","19,378"
50027,Windsor,(VT),20655,"20,004","21,533","20,769"
23003,Aroostook,(ME),18376,"17,395","18,752","18,074"
23007,Franklin,(ME),16791,"5,293","17,395","11,344"
23009,Hancock,(ME),19777,"18,752","20,004","19,378"
23019,Penobscot,(ME),19416,"18,752","20,004","19,378"
23021,Piscataquis,(ME),19321,"18,752","20,004","19,378"
23025,Somerset,(ME),18577,"17,395","18,752","18,074"
23029,Washington,(ME),20809,"20,004","21,533","20,769"
26001,Alcona,(MI),16626,"5,293","17,395","11,344"
26003,Alger,(MI),18393,"17,395","18,752","18,074"
26007,Alpena,(MI),20162,"20,004","21,533","20,769"
26009,Antrim,(MI),16411,"5,293","17,395","11,344"
26013,Baraga,(MI),16806,"5,293","17,395","11,344"
26029,Charlevoix,(MI),17581,"17,395","18,752","18,074"
26031,Cheboygan,(MI),17507,"17,395","18,752","18,074"
26033,Chippewa,(MI),17398,"17,395","18,752","18,074"
26039,Crawford,(MI),19555,"18,752","20,004","19,378"
26041,Delta,(MI),17505,"17,395","18,752","18,074"
26043,Dickinson,(MI),17823,"17,395","18,752","18,074"
26047,Emmet,(MI),16558,"5,293","17,395","11,344"
26053,Gogebic,(MI),18431,"17,395","18,752","18,074"
26055,Grand Traverse,(MI),17426,"17,395","18,752","18,074"
26061,Houghton,(MI),17794,"17,395","18,752","18,074"
26071,Iron,(MI),18896,"18,752","20,004","19,378"
26079,Kalkaska,(MI),18627,"17,395","18,752","18,074"
26083,Keweenaw,(MI),19507,"18,752","20,004","19,378"
26089,Leelanau,(MI),16053,"5,293","17,395","11,344"
26095,Luce,(MI),23479,"21,533","36,976","29,255"
26097,Mackinac,(MI),15069,"5,293","17,395","11,344"
26103,Marquette,(MI),17365,"5,293","17,395","11,344"
26109,Menominee,(MI),17941,"17,395","18,752","18,074"
26119,Montmorency,(MI),16225,"5,293","17,395","11,344"
26131,Ontonagon,(MI),17166,"5,293","17,395","11,344"
26135,Oscoda,(MI),22384,"21,533","36,976","29,255"
26137,Otsego,(MI),18510,"17,395","18,752","18,074"
26141,Presque Isle,(MI),15459,"5,293","17,395","11,344"
26153,Schoolcraft,(MI),20316,"20,004","21,533","20,769"
27001,Aitkin,(MN),19900,"18,752","20,004","19,378"
27003,Anoka,(MN),19140,"18,752","20,004","19,378"
27017,Carlton,(MN),20778,"20,004","21,533","20,769"
27025,Chisago,(MN),20450,"20,004","21,533","20,769"
27031,Cook,(MN),11044,"5,293","17,395","11,344"
27037,Dakota,(MN),17538,"17,395","18,752","18,074"
27053,Hennepin,(MN),18909,"18,752","20,004","19,378"
27059,Isanti,(MN),17642,"17,395","18,752","18,074"
27065,Kanabec,(MN),17925,"17,395","18,752","18,074"
27075,Lake,(MN),19944,"18,752","20,004","19,378"
27095,Mille Lacs,(MN),19206,"18,752","20,004","19,378"
27115,Pine,(MN),21198,"20,004","21,533","20,769"
27123,Ramsey,(MN),19650,"18,752","20,004","19,378"
27137,St. Louis,(MN),18631,"17,395","18,752","18,074"
27139,Scott,(MN),19520,"18,752","20,004","19,378"
27163,Washington,(MN),17419,"17,395","18,752","18,074"
33007,Coos,(NH),19309,"18,752","20,004","19,378"
36019,Clinton,(NY),18564,"17,395","18,752","18,074"
50009,Essex,(VT),17901,"17,395","18,752","18,074"
50011,Franklin,(VT),17019,"5,293","17,395","11,344"
50013,Grand Isle,(VT),14728,"5,293","17,395","11,344"
50019,Orleans,(VT),17877,"17,395","18,752","18,074"
55003,Ashland,(WI),18878,"18,752","20,004","19,378"
55005,Barron,(WI),21740,"21,533","36,976","29,255"
55007,Bayfield,(WI),20732,"20,004","21,533","20,769"
55013,Burnett,(WI),22006,"21,533","36,976","29,255"
55017,Chippewa,(WI),16776,"5,293","17,395","11,344"
55019,Clark,(WI),18965,"18,752","20,004","19,378"
55029,Door,(WI),16826,"5,293","17,395","11,344"
55031,Douglas,(WI),22844,"21,533","36,976","29,255"
55033,Dunn,(WI),19206,"18,752","20,004","19,378"
55035,Eau Claire,(WI),16944,"5,293","17,395","11,344"
55037,Florence,(WI),18556,"17,395","18,752","18,074"
55041,Forest,(WI),15754,"5,293","17,395","11,344"
55051,Iron,(WI),17519,"17,395","18,752","18,074"
55067,Langlade,(WI),19477,"18,752","20,004","19,378"
55069,Lincoln,(WI),15972,"5,293","17,395","11,344"
55073,Marathon,(WI),16389,"5,293","17,395","11,344"
55075,Marinette,(WI),16806,"5,293","17,395","11,344"
55078,Menominee,(WI),21185,"20,004","21,533","20,769"
55083,Oconto,(WI),15433,"5,293","17,395","11,344"
55085,Oneida,(WI),15609,"5,293","17,395","11,344"
55093,Pierce,(WI),19150,"18,752","20,004","19,378"
55095,Polk,(WI),20618,"20,004","21,533","20,769"
55099,Price,(WI),17804,"17,395","18,752","18,074"
55107,Rusk,(WI),18040,"17,395","18,752","18,074"
55109,St. Croix,(WI),20493,"20,004","21,533","20,769"
55113,Sawyer,(WI),16842,"5,293","17,395","11,344"
55115,Shawano,(WI),17718,"17,395","18,752","18,074"
55119,Taylor,(WI),18765,"18,752","20,004","19,378"
55125,Vilas,(WI),15211,"5,293","17,395","11,344"
55129,Washburn,(WI),19525,"18,752","20,004","19,378"
60000,American Samoa,(AS),-9999,,,#DIV/0!
66010,Guam,(GU),12319,"5,293","17,395","11,344"
69000,Mariana Islands,(MP),-9999,,,#DIV/0!
72001,Adjuntas,(PR),7252,"5,293","17,395","11,344"
72003,Aguada,(PR),16225,"5,293","17,395","11,344"
72005,Aguadilla,(PR),9601,"5,293","17,395","11,344"
72007,Aguas Buenas,(PR),10132,"5,293","17,395","11,344"
72009,Aibonito,(PR),8262,"5,293","17,395","11,344"
72011,Anasco,(PR),13136,"5,293","17,395","11,344"
72013,Arecibo,(PR),9875,"5,293","17,395","11,344"
72015,Arroyo,(PR),10636,"5,293","17,395","11,344"
72017,Barceloneta,(PR),9012,"5,293","17,395","11,344"
72019,Barranquitas,(PR),12333,"5,293","17,395","11,344"
72021,Bayamon,(PR),11485,"5,293","17,395","11,344"
72023,Cabo Rojo,(PR),11901,"5,293","17,395","11,344"
72025,Caguas,(PR),11310,"5,293","17,395","11,344"
72027,Camuy,(PR),5581,"5,293","17,395","11,344"
72029,Canovanas,(PR),8665,"5,293","17,395","11,344"
72031,Carolina,(PR),10499,"5,293","17,395","11,344"
72033,Catano,(PR),11718,"5,293","17,395","11,344"
72035,Cayey,(PR),9686,"5,293","17,395","11,344"
72037,Ceiba,(PR),9089,"5,293","17,395","11,344"
72039,Ciales,(PR),12380,"5,293","17,395","11,344"
72041,Cidra,(PR),10545,"5,293","17,395","11,344"
72043,Coamo,(PR),17265,"5,293","17,395","11,344"
72045,Comerio,(PR),5293,"5,293","17,395","11,344"
72047,Corozal,(PR),9219,"5,293","17,395","11,344"
72049,Culebra,(PR),-9999,,,#DIV/0!
72051,Dorado,(PR),15151,"5,293","17,395","11,344"
72053,Fajardo,(PR),10142,"5,293","17,395","11,344"
72054,Florida,(PR),11713,"5,293","17,395","11,344"
72055,Guanica,(PR),10147,"5,293","17,395","11,344"
72057,Guayama,(PR),9877,"5,293","17,395","11,344"
72059,Guayanilla,(PR),14432,"5,293","17,395","11,344"
72061,Guaynabo,(PR),9690,"5,293","17,395","11,344"
72063,Gurabo,(PR),5680,"5,293","17,395","11,344"
72065,Hatillo,(PR),8082,"5,293","17,395","11,344"
72067,Hormigueros,(PR),15340,"5,293","17,395","11,344"
72069,Humacao,(PR),8239,"5,293","17,395","11,344"
72071,Isabela,(PR),11991,"5,293","17,395","11,344"
72073,Jayuya,(PR),15620,"5,293","17,395","11,344"
72075,Juana Diaz,(PR),17160,"5,293","17,395","11,344"
72077,Juncos,(PR),7593,"5,293","17,395","11,344"
72079,Lajas,(PR),8809,"5,293","17,395","11,344"
72081,Lares,(PR),10054,"5,293","17,395","11,344"
72083,Las Marias,(PR),-9999,,,#DIV/0!
72085,Las Piedras,(PR),13155,"5,293","17,395","11,344"
72087,Loiza,(PR),9053,"5,293","17,395","11,344"
72089,Luquillo,(PR),12680,"5,293","17,395","11,344"
72091,Manati,(PR),11392,"5,293","17,395","11,344"
72093,Maricao,(PR),-9999,,,#DIV/0!
72095,Maunabo,(PR),7245,"5,293","17,395","11,344"
72097,Mayaguez,(PR),12748,"5,293","17,395","11,344"
72099,Moca,(PR),14263,"5,293","17,395","11,344"
72101,Morovis,(PR),7610,"5,293","17,395","11,344"
72103,Naguabo,(PR),11254,"5,293","17,395","11,344"
72105,Naranjito,(PR),11702,"5,293","17,395","11,344"
72107,Orocovis,(PR),8600,"5,293","17,395","11,344"
72109,Patillas,(PR),9117,"5,293","17,395","11,344"
72111,Penuelas,(PR),9896,"5,293","17,395","11,344"
72113,Ponce,(PR),11073,"5,293","17,395","11,344"
72115,Quebradillas,(PR),8808,"5,293","17,395","11,344"
72117,Rincon,(PR),18016,"17,395","18,752","18,074"
72119,Rio Grande,(PR),8870,"5,293","17,395","11,344"
72121,Sabana Grande,(PR),12305,"5,293","17,395","11,344"
72123,Salinas,(PR),8291,"5,293","17,395","11,344"
72125,San German,(PR),9631,"5,293","17,395","11,344"
72127,San Juan,(PR),11208,"5,293","17,395","11,344"
72129,San Lorenzo,(PR),11299,"5,293","17,395","11,344"
72131,San Sebastian,(PR),10722,"5,293","17,395","11,344"
72133,Santa Isabel,(PR),18452,"17,395","18,752","18,074"
72135,Toa Alta,(PR),10318,"5,293","17,395","11,344"
72137,Toa Baja,(PR),9983,"5,293","17,395","11,344"
72139,Trujillo Alto,(PR),12622,"5,293","17,395","11,344"
72141,Utuado,(PR),9976,"5,293","17,395","11,344"
72143,Vega Alta,(PR),9097,"5,293","17,395","11,344"
72145,Vega Baja,(PR),15944,"5,293","17,395","11,344"
72147,Vieques,(PR),9927,"5,293","17,395","11,344"
72149,Villalba,(PR),17442,"17,395","18,752","18,074"
72151,Yabucoa,(PR),10958,"5,293","17,395","11,344"
72153,Yauco,(PR),9345,"5,293","17,395","11,344"
78010,Saint Croix (County Equivalent),(VI),20685,"20,004","21,533","20,769"
78020,Saint John (County Equivalent),(VI),18101,"17,395","18,752","18,074"
78030,Saint Thomas (County Equivalent),(VI),15760,"5,293","17,395","11,344"
